type,count,amount,state,year,quarter,source,category,country,date,avg_transaction_value,growth
recharge & bill payments,845751926,523046092987.9397,All,2022,2,aggregated,transaction,india,2022-Q2,618.4391390767458,-0.758779852810856
financial services,3272822,3889787479.819907,All,2022,2,aggregated,transaction,india,2022-Q2,1188.5117735764143,-0.9961302813515556
others,11241480,6711034131.16017,All,2022,2,aggregated,transaction,india,2022-Q2,596.988486494676,2.4347972483685334
merchant payments,5618132071,2270794857506.6895,All,2022,3,aggregated,transaction,india,2022-Q3,404.20379682479194,498.76800839391257
peer-to-peer payments,3957113406,2270794857506.6895,All,2022,3,aggregated,transaction,india,2022-Q3,573.8704154190044,-0.29565318935344054
recharge & bill payments,956164949,607048699730.3645,All,2022,3,aggregated,transaction,india,2022-Q3,634.8786371695,-0.758368070131574
financial services,3959631,4514223164.469998,All,2022,3,aggregated,transaction,india,2022-Q3,1140.0615775737685,-0.9958588410878885
others,10005043,6725900102.770244,All,2022,3,aggregated,transaction,india,2022-Q3,672.2509941006994,1.5267614583278086
merchant payments,6565690145,2270794857506.6895,All,2022,4,aggregated,transaction,india,2022-Q4,345.86924816893435,655.2380736394637
peer-to-peer payments,4459859921,2270794857506.6895,All,2022,4,aggregated,transaction,india,2022-Q4,509.17973980944043,-0.3207325014573925
recharge & bill payments,991049281,649776847580.25,All,2022,4,aggregated,transaction,india,2022-Q4,655.6453448254406,-0.777784661725926
financial services,4623387,5360528394.309982,All,2022,4,aggregated,transaction,india,2022-Q4,1159.437528009224,-0.9953348566124433
others,10013085,7361492606.590162,All,2022,4,aggregated,transaction,india,2022-Q4,735.1872681186829,1.1657466701359849
merchant payments,7205999708,2270794857506.6895,All,2023,1,aggregated,transaction,india,2023-Q1,315.13605414669155,718.6582979171753
peer-to-peer payments,4792478560,2270794857506.6895,All,2023,1,aggregated,transaction,india,2023-Q1,473.84047434556106,-0.33493217399392106
recharge & bill payments,1076952638,829952832616.0,All,2023,1,aggregated,transaction,india,2023-Q1,770.6493334352183,-0.7752827426316123
financial services,4884759,5673343900.0,All,2023,1,aggregated,transaction,india,2023-Q1,1161.4378314262792,-0.9954642768607992
others,10259195,7571900579.0,All,2023,1,aggregated,transaction,india,2023-Q1,738.0599139601109,1.1002458872587164
merchant payments,8529595637,2270794857506.6895,All,2023,2,aggregated,transaction,india,2023-Q2,266.2342285384157,830.4098364442824
peer-to-peer payments,5374546962,2270794857506.6895,All,2023,2,aggregated,transaction,india,2023-Q2,422.52311315115674,-0.3698942844739218
recharge & bill payments,1190947064,904758857308.0,All,2023,2,aggregated,transaction,india,2023-Q2,759.696954345907,-0.7784097762247817
financial services,5195942,6364033676.0,All,2023,2,aggregated,transaction,india,2023-Q2,1224.8084516724782,-0.9956371343806428
others,9341245,6919677602.0,All,2023,2,aggregated,transaction,india,2023-Q2,740.7660972386443,0.7977962417594346
merchant payments,9868299757,2270794857506.6895,All,2023,3,aggregated,transaction,india,2023-Q3,230.11768694505938,1055.4223245402513
peer-to-peer payments,5929662466,2270794857506.6895,All,2023,3,aggregated,transaction,india,2023-Q3,382.96788850667974,-0.39912015118978916
recharge & bill payments,1229068434,967694654180.0,All,2023,3,aggregated,transaction,india,2023-Q3,787.339929503063,-0.7927253969264968
financial services,6273522,8553479441.0,All,2023,3,aggregated,transaction,india,2023-Q3,1363.425431679366,-0.9948957097697295
others,8491944,6397985054.0,All,2023,3,aggregated,transaction,india,2023-Q3,753.4181871665663,0.3536166765654125
merchant payments,11107996161,2270794857506.6895,All,2023,4,aggregated,transaction,india,2023-Q4,204.4356408885269,1307.0628135324491
peer-to-peer payments,6643982862,2270794857506.6895,All,2023,4,aggregated,transaction,india,2023-Q4,341.79352375357337,-0.4018738604423614
recharge & bill payments,1247192050,1077506924551.0,All,2023,4,aggregated,transaction,india,2023-Q4,863.9462739928466,-0.8122824703336811
financial services,7517384,9998159518.0,All,2023,4,aggregated,transaction,india,2023-Q4,1330.005161103916,-0.9939725529841215
others,8651416,6391200449.0,All,2023,4,aggregated,transaction,india,2023-Q4,738.7461716093643,0.1508546058043596
merchant payments,12520741960,2270794857506.6895,All,2024,1,aggregated,transaction,india,2024-Q1,181.3686697973713,1446.2477060402598
peer-to-peer payments,7335480797,2270794857506.6895,All,2024,1,aggregated,transaction,india,2024-Q1,309.5734795039,-0.414133697472989
recharge & bill payments,1365204965,1150335013422.0,All,2024,1,aggregated,transaction,india,2024-Q1,842.6097493880708,-0.813890186235873
financial services,7419656,11806228360.0,All,2024,1,aggregated,transaction,india,2024-Q1,1591.2096679414788,-0.9945651706591911
others,8290191,6518078355.0,All,2024,1,aggregated,transaction,india,2024-Q1,786.239829094408,0.1173282157555553
merchant payments,14634736361,2270794857506.6895,All,2024,2,aggregated,transaction,india,2024-Q2,155.16988199479678,1764.3075014797607
peer-to-peer payments,7929923251,2270794857506.6895,All,2024,2,aggregated,transaction,india,2024-Q2,286.36725000774305,-0.4581437577425451
recharge & bill payments,1443979969,1179029035046.0,All,2024,2,aggregated,transaction,india,2024-Q2,816.5134284116929,-0.8179074471095408
financial services,8865844,14501331707.0,All,2024,2,aggregated,transaction,india,2024-Q2,1635.6402962876405,-0.9938601336650537
others,8700101,8229697142.0,All,2024,2,aggregated,transaction,india,2024-Q2,945.9312187295297,-0.018694554066144176
merchant payments,15826083595,2270794857506.6895,All,2024,3,aggregated,transaction,india,2024-Q3,143.48908879002616,1818.0689504639083
peer-to-peer payments,8566984108,2270794857506.6895,All,2024,3,aggregated,transaction,india,2024-Q3,265.0723154768961,-0.458679460614842
recharge & bill payments,1409788062,1224783540794.0,All,2024,3,aggregated,transaction,india,2024-Q3,868.7713946566246,-0.8354393980159814
financial services,10798565,17450358563.0,All,2024,3,aggregated,transaction,india,2024-Q3,1615.9886580300254,-0.9923402919268017
others,7361054,8309733368.0,All,2024,3,aggregated,transaction,india,2024-Q3,1128.8781970625403,-0.3183303522273562
merchant payments,17419191808,2270794857506.6895,All,2024,4,aggregated,transaction,india,2024-Q4,130.3659974120271,2365.3991336023346
peer-to-peer payments,9368204284,2270794857506.6895,All,2024,4,aggregated,transaction,india,2024-Q4,242.4018782382619,-0.46219064654322684
recharge & bill payments,1392529171,1255972669825.0,All,2024,4,aggregated,transaction,india,2024-Q4,901.9363443015443,-0.8513558064293808
financial services,32113340,18162331751.0,All,2024,4,aggregated,transaction,india,2024-Q4,565.5696900727237,-0.976938838576043
others,7217236,9369386297.0,All,2024,4,aggregated,transaction,india,2024-Q4,1298.1959155831955,-0.7752573852486225
recharge & bill payments,4200,1845307.467365509,Andaman-&-Nicobar-Islands,2018,1,aggregated,transaction,india,2018-Q1,439.3589208013116,
peer-to-peer payments,1871,12138655.299749982,Andaman-&-Nicobar-Islands,2018,1,aggregated,transaction,india,2018-Q1,6487.790112105816,-0.5545238095238095
merchant payments,298,452507.168646613,Andaman-&-Nicobar-Islands,2018,1,aggregated,transaction,india,2018-Q1,1518.4804317000437,-0.840726884019241
financial services,33,10601.419933464951,Andaman-&-Nicobar-Islands,2018,1,aggregated,transaction,india,2018-Q1,321.2551494989379,-0.889261744966443
others,256,184689.8662902223,Andaman-&-Nicobar-Islands,2018,1,aggregated,transaction,india,2018-Q1,721.4447901961809,6.757575757575758
recharge & bill payments,6735,2320944.731074479,Andaman-&-Nicobar-Islands,2018,2,aggregated,transaction,india,2018-Q2,344.6094626688165,25.30859375
peer-to-peer payments,3575,24511925.231047668,Andaman-&-Nicobar-Islands,2018,2,aggregated,transaction,india,2018-Q2,6856.482582111235,-0.4691907943578322
merchant payments,603,1024491.0133579008,Andaman-&-Nicobar-Islands,2018,2,aggregated,transaction,india,2018-Q2,1698.9900719036498,-0.8313286713286714
financial services,59,121336.0270987509,Andaman-&-Nicobar-Islands,2018,2,aggregated,transaction,india,2018-Q2,2056.5428321822187,-0.9021558872305141
others,368,359838.50537474576,Andaman-&-Nicobar-Islands,2018,2,aggregated,transaction,india,2018-Q2,977.8220254748526,5.237288135593221
recharge & bill payments,8636,4343504.868377829,Andaman-&-Nicobar-Islands,2018,3,aggregated,transaction,india,2018-Q3,502.95331963615433,22.467391304347824
peer-to-peer payments,6448,49270781.54163504,Andaman-&-Nicobar-Islands,2018,3,aggregated,transaction,india,2018-Q3,7641.25023908732,-0.2533580361278369
merchant payments,945,1627359.8394868043,Andaman-&-Nicobar-Islands,2018,3,aggregated,transaction,india,2018-Q3,1722.0739042188407,-0.8534429280397022
financial services,42,1481.4907042806483,Andaman-&-Nicobar-Islands,2018,3,aggregated,transaction,india,2018-Q3,35.27358819715829,-0.9555555555555556
others,194,314343.39410715323,Andaman-&-Nicobar-Islands,2018,3,aggregated,transaction,india,2018-Q3,1620.3267737482126,3.6190476190476186
recharge & bill payments,11517,5450549.512294375,Andaman-&-Nicobar-Islands,2018,4,aggregated,transaction,india,2018-Q4,473.26122360809023,58.365979381443296
peer-to-peer payments,10451,81001456.97825177,Andaman-&-Nicobar-Islands,2018,4,aggregated,transaction,india,2018-Q4,7750.593912376976,-0.09255882608318133
merchant payments,1421,3552027.735492656,Andaman-&-Nicobar-Islands,2018,4,aggregated,transaction,india,2018-Q4,2499.667653407921,-0.8640321500334897
financial services,29,76035.7877393286,Andaman-&-Nicobar-Islands,2018,4,aggregated,transaction,india,2018-Q4,2621.923715149262,-0.9795918367346939
others,340,468266.0606770435,Andaman-&-Nicobar-Islands,2018,4,aggregated,transaction,india,2018-Q4,1377.2531196383632,10.724137931034482
recharge & bill payments,15263,6611459.872972583,Andaman-&-Nicobar-Islands,2019,1,aggregated,transaction,india,2019-Q1,433.16909342675643,43.891176470588235
peer-to-peer payments,13119,91808345.86839552,Andaman-&-Nicobar-Islands,2019,1,aggregated,transaction,india,2019-Q1,6998.120730878537,-0.14047041865950338
merchant payments,1759,3266589.8469614363,Andaman-&-Nicobar-Islands,2019,1,aggregated,transaction,india,2019-Q1,1857.0721131105379,-0.8659196585105572
financial services,62,116250.436718611,Andaman-&-Nicobar-Islands,2019,1,aggregated,transaction,india,2019-Q1,1875.0070438485645,-0.9647527003979534
others,283,497094.6484417205,Andaman-&-Nicobar-Islands,2019,1,aggregated,transaction,india,2019-Q1,1756.5181923735709,3.564516129032258
recharge & bill payments,14676,7242448.256212333,Andaman-&-Nicobar-Islands,2019,2,aggregated,transaction,india,2019-Q2,493.4892515816526,50.85865724381625
peer-to-peer payments,14481,107525358.66652842,Andaman-&-Nicobar-Islands,2019,2,aggregated,transaction,india,2019-Q2,7425.271643293172,-0.013286999182338555
merchant payments,4031,4702152.616619372,Andaman-&-Nicobar-Islands,2019,2,aggregated,transaction,india,2019-Q2,1166.4977962340292,-0.7216352461846558
financial services,124,113278.91371326068,Andaman-&-Nicobar-Islands,2019,2,aggregated,transaction,india,2019-Q2,913.5396267198443,-0.969238402381543
