name,count,state,year,quarter,level,country,date,growth
east,139175,Sikkim,2022,4,districts,india,2022-Q4,13.886618889720825
south,50716,Sikkim,2022,4,districts,india,2022-Q4,-0.6355954733249506
west,31605,Sikkim,2022,4,districts,india,2022-Q4,-0.37682388200962225
north,20472,Sikkim,2022,4,districts,india,2022-Q4,-0.3522543901281443
737101,38348,Sikkim,2022,4,pincodes,india,2022-Q4,0.8731926533802266
737102,26669,Sikkim,2022,4,pincodes,india,2022-Q4,-0.3045530405757797
737134,24659,Sikkim,2022,4,pincodes,india,2022-Q4,-0.07536840526453936
737132,20507,Sikkim,2022,4,pincodes,india,2022-Q4,-0.1683766576097976
737126,18512,Sikkim,2022,4,pincodes,india,2022-Q4,-0.09728385429365582
737135,18170,Sikkim,2022,4,pincodes,india,2022-Q4,-0.018474503025064815
737113,14122,Sikkim,2022,4,pincodes,india,2022-Q4,-0.22278481012658224
737121,12204,Sikkim,2022,4,pincodes,india,2022-Q4,-0.1358164565925506
737120,11369,Sikkim,2022,4,pincodes,india,2022-Q4,-0.06842019010160605
737103,9731,Sikkim,2022,4,pincodes,india,2022-Q4,-0.1440759961298267
east,145199,Sikkim,2023,1,districts,india,2023-Q1,13.921282499229267
south,52942,Sikkim,2023,1,districts,india,2023-Q1,-0.635383163795894
west,32945,Sikkim,2023,1,districts,india,2023-Q1,-0.37771523554078046
north,21354,Sikkim,2023,1,districts,india,2023-Q1,-0.351828805585066
737101,39951,Sikkim,2023,1,pincodes,india,2023-Q1,0.8708906996347288
737102,27829,Sikkim,2023,1,pincodes,india,2023-Q1,-0.3034216915721759
737134,25736,Sikkim,2023,1,pincodes,india,2023-Q1,-0.07520931402493802
737132,21376,Sikkim,2023,1,pincodes,india,2023-Q1,-0.16941249611439224
737126,19329,Sikkim,2023,1,pincodes,india,2023-Q1,-0.09576160179640714
737135,18992,Sikkim,2023,1,pincodes,india,2023-Q1,-0.0174349423146567
737113,14738,Sikkim,2023,1,pincodes,india,2023-Q1,-0.22398904802021902
737121,12726,Sikkim,2023,1,pincodes,india,2023-Q1,-0.13651784502646225
737120,11868,Sikkim,2023,1,pincodes,india,2023-Q1,-0.06742102781706738
737103,10158,Sikkim,2023,1,pincodes,india,2023-Q1,-0.1440849342770475
east,150852,Sikkim,2023,2,districts,india,2023-Q2,13.850561134081513
south,55158,Sikkim,2023,2,districts,india,2023-Q2,-0.6343568530745367
west,34427,Sikkim,2023,2,districts,india,2023-Q2,-0.3758475651764024
north,22291,Sikkim,2023,2,districts,india,2023-Q2,-0.3525140151625178
737101,41406,Sikkim,2023,2,pincodes,india,2023-Q2,0.8575209725898345
737102,28847,Sikkim,2023,2,pincodes,india,2023-Q2,-0.30331352944017775
737134,26811,Sikkim,2023,2,pincodes,india,2023-Q2,-0.0705792630082851
737132,22234,Sikkim,2023,2,pincodes,india,2023-Q2,-0.1707135131102906
737126,20106,Sikkim,2023,2,pincodes,india,2023-Q2,-0.09570927408473506
737135,19740,Sikkim,2023,2,pincodes,india,2023-Q2,-0.018203521336914386
737113,15390,Sikkim,2023,2,pincodes,india,2023-Q2,-0.22036474164133735
737121,13276,Sikkim,2023,2,pincodes,india,2023-Q2,-0.1373619233268356
737120,12382,Sikkim,2023,2,pincodes,india,2023-Q2,-0.06733956010846642
737103,10586,Sikkim,2023,2,pincodes,india,2023-Q2,-0.14504926506218707
east,156600,Sikkim,2023,3,districts,india,2023-Q3,13.793122992631778
south,57259,Sikkim,2023,3,districts,india,2023-Q3,-0.6343614303959131
west,35808,Sikkim,2023,3,districts,india,2023-Q3,-0.3746310623657416
north,23162,Sikkim,2023,3,districts,india,2023-Q3,-0.35316130473637175
737101,42978,Sikkim,2023,3,pincodes,india,2023-Q3,0.8555392453156032
737102,29890,Sikkim,2023,3,pincodes,india,2023-Q3,-0.30452789799432267
737134,27814,Sikkim,2023,3,pincodes,india,2023-Q3,-0.06945466711274673
737132,23137,Sikkim,2023,3,pincodes,india,2023-Q3,-0.1681527288415906
737126,20857,Sikkim,2023,3,pincodes,india,2023-Q3,-0.09854345852962787
737135,20546,Sikkim,2023,3,pincodes,india,2023-Q3,-0.014911061034664663
737113,16014,Sikkim,2023,3,pincodes,india,2023-Q3,-0.22057821473766182
737121,13773,Sikkim,2023,3,pincodes,india,2023-Q3,-0.13994005245410268
737120,12857,Sikkim,2023,3,pincodes,india,2023-Q3,-0.0665069338560953
737103,10993,Sikkim,2023,3,pincodes,india,2023-Q3,-0.14497938865987403
east,162011,Sikkim,2023,4,districts,india,2023-Q4,13.737651232602566
south,59357,Sikkim,2023,4,districts,india,2023-Q4,-0.6336236428390665
west,37183,Sikkim,2023,4,districts,india,2023-Q4,-0.3735700928281416
north,24024,Sikkim,2023,4,districts,india,2023-Q4,-0.35389828685151814
737101,44334,Sikkim,2023,4,pincodes,india,2023-Q4,0.8454045954045954
737102,30867,Sikkim,2023,4,pincodes,india,2023-Q4,-0.30376234943835434
737134,28882,Sikkim,2023,4,pincodes,india,2023-Q4,-0.0643081608189976
737132,23942,Sikkim,2023,4,pincodes,india,2023-Q4,-0.17104078664912403
737126,21605,Sikkim,2023,4,pincodes,india,2023-Q4,-0.09761089299139591
737135,21325,Sikkim,2023,4,pincodes,india,2023-Q4,-0.012959962971534345
737113,16645,Sikkim,2023,4,pincodes,india,2023-Q4,-0.21946072684642437
737121,14283,Sikkim,2023,4,pincodes,india,2023-Q4,-0.14190447581856414
737120,13330,Sikkim,2023,4,pincodes,india,2023-Q4,-0.06672267730868864
737103,11351,Sikkim,2023,4,pincodes,india,2023-Q4,-0.14846211552888222
east,168229,Sikkim,2024,1,districts,india,2024-Q1,13.820632543388248
south,61782,Sikkim,2024,1,districts,india,2024-Q1,-0.632750595913903
west,38748,Sikkim,2024,1,districts,india,2024-Q1,-0.37282703700106823
north,25062,Sikkim,2024,1,districts,india,2024-Q1,-0.3532053267265407
737101,45934,Sikkim,2024,1,pincodes,india,2024-Q1,0.8328146197430373
737102,32009,Sikkim,2024,1,pincodes,india,2024-Q1,-0.30315234902251054
737134,30066,Sikkim,2024,1,pincodes,india,2024-Q1,-0.060701677653160035
737132,24896,Sikkim,2024,1,pincodes,india,2024-Q1,-0.1719550322623562
737126,22452,Sikkim,2024,1,pincodes,india,2024-Q1,-0.09816838046272491
737135,22179,Sikkim,2024,1,pincodes,india,2024-Q1,-0.012159273115980751
737113,17339,Sikkim,2024,1,pincodes,india,2024-Q1,-0.2182244465485369
737121,14857,Sikkim,2024,1,pincodes,india,2024-Q1,-0.14314551012169097
737120,13901,Sikkim,2024,1,pincodes,india,2024-Q1,-0.06434677256512078
737103,11754,Sikkim,2024,1,pincodes,india,2024-Q1,-0.1544493201927919
east,174348,Sikkim,2024,2,districts,india,2024-Q2,13.833078101071976
south,64133,Sikkim,2024,2,districts,india,2024-Q2,-0.6321552297703443
west,40197,Sikkim,2024,2,districts,india,2024-Q2,-0.373224393058176
north,25972,Sikkim,2024,2,districts,india,2024-Q2,-0.3538821305072518
737101,47504,Sikkim,2024,2,pincodes,india,2024-Q2,0.82904666563992
737102,33172,Sikkim,2024,2,pincodes,india,2024-Q2,-0.30170090939710337
737134,31252,Sikkim,2024,2,pincodes,india,2024-Q2,-0.05788013987700469
737132,25826,Sikkim,2024,2,pincodes,india,2024-Q2,-0.17362088826315114
737126,23264,Sikkim,2024,2,pincodes,india,2024-Q2,-0.09920235421668089
737135,22982,Sikkim,2024,2,pincodes,india,2024-Q2,-0.012121733149931258
737113,17990,Sikkim,2024,2,pincodes,india,2024-Q2,-0.21721347141240976
737121,15421,Sikkim,2024,2,pincodes,india,2024-Q2,-0.1428015564202335
737120,14416,Sikkim,2024,2,pincodes,india,2024-Q2,-0.06517087089034435
737103,12167,Sikkim,2024,2,pincodes,india,2024-Q2,-0.15600721420643726
gangtok,140362,Sikkim,2024,3,districts,india,2024-Q3,10.53628667707734
namchi,56951,Sikkim,2024,3,districts,india,2024-Q3,-0.594256280189795
pakyong,50399,Sikkim,2024,3,districts,india,2024-Q3,-0.11504626784428718
mangan,24207,Sikkim,2024,3,districts,india,2024-Q3,-0.5196928510486319
gyalshing,23625,Sikkim,2024,3,districts,india,2024-Q3,-0.02404263229644321
soreng,16767,Sikkim,2024,3,districts,india,2024-Q3,-0.29028571428571426
737101,51565,Sikkim,2024,3,pincodes,india,2024-Q3,2.0753861752251446
737102,34655,Sikkim,2024,3,pincodes,india,2024-Q3,-0.32793561524289727
737134,31469,Sikkim,2024,3,pincodes,india,2024-Q3,-0.09193478574520275
737126,26946,Sikkim,2024,3,pincodes,india,2024-Q3,-0.14372874892751597
737135,23000,Sikkim,2024,3,pincodes,india,2024-Q3,-0.14644103020856525
737113,17266,Sikkim,2024,3,pincodes,india,2024-Q3,-0.2493043478260869
737136,15441,Sikkim,2024,3,pincodes,india,2024-Q3,-0.10569906173983556
737121,15267,Sikkim,2024,3,pincodes,india,2024-Q3,-0.011268700213716731
737103,14233,Sikkim,2024,3,pincodes,india,2024-Q3,-0.06772777886945702
737132,13745,Sikkim,2024,3,pincodes,india,2024-Q3,-0.03428651724864751
gangtok,143928,Sikkim,2024,4,districts,india,2024-Q4,9.471298654056021
namchi,58886,Sikkim,2024,4,districts,india,2024-Q4,-0.5908648768828859
pakyong,51773,Sikkim,2024,4,districts,india,2024-Q4,-0.12079271813334236
gyalshing,24563,Sikkim,2024,4,districts,india,2024-Q4,-0.5255635176636471
mangan,24321,Sikkim,2024,4,districts,india,2024-Q4,-0.009852216748768461
soreng,17277,Sikkim,2024,4,districts,india,2024-Q4,-0.2896262489206858
737101,53234,Sikkim,2024,4,pincodes,india,2024-Q4,2.08120622793309
737102,35216,Sikkim,2024,4,pincodes,india,2024-Q4,-0.3384678964571515
737134,32413,Sikkim,2024,4,pincodes,india,2024-Q4,-0.07959450249886413
737126,27769,Sikkim,2024,4,pincodes,india,2024-Q4,-0.1432758461111282
737135,23566,Sikkim,2024,4,pincodes,india,2024-Q4,-0.15135582844178763
737113,17996,Sikkim,2024,4,pincodes,india,2024-Q4,-0.2363574641432572
737136,15964,Sikkim,2024,4,pincodes,india,2024-Q4,-0.112913980884641
737121,15740,Sikkim,2024,4,pincodes,india,2024-Q4,-0.014031571034828327
737103,14549,Sikkim,2024,4,pincodes,india,2024-Q4,-0.07566709021601015
737132,14041,Sikkim,2024,4,pincodes,india,2024-Q4,-0.03491648910578049
chennai,292004,Tamil-Nadu,2018,1,districts,india,2018-Q1,
thiruvallur,215622,Tamil-Nadu,2018,1,districts,india,2018-Q1,-0.26157860851221215
chengalpattu,215210,Tamil-Nadu,2018,1,districts,india,2018-Q1,-0.001910751222045981
coimbatore,170306,Tamil-Nadu,2018,1,districts,india,2018-Q1,-0.20865201431160263
kancheepuram,136352,Tamil-Nadu,2018,1,districts,india,2018-Q1,-0.19937054478409455
salem,88288,Tamil-Nadu,2018,1,districts,india,2018-Q1,-0.35249941328326684
tiruppur,87652,Tamil-Nadu,2018,1,districts,india,2018-Q1,-0.007203696991663677
madurai,72582,Tamil-Nadu,2018,1,districts,india,2018-Q1,-0.17192990462282665
krishnagiri,66958,Tamil-Nadu,2018,1,districts,india,2018-Q1,-0.0774847758397399
tiruchirappalli,62230,Tamil-Nadu,2018,1,districts,india,2018-Q1,-0.07061142805938048
600100,19254,Tamil-Nadu,2018,1,pincodes,india,2018-Q1,-0.690599389362044
602105,17170,Tamil-Nadu,2018,1,pincodes,india,2018-Q1,-0.1082372494027215
641602,17139,Tamil-Nadu,2018,1,pincodes,india,2018-Q1,-0.0018054746651136044
635109,16386,Tamil-Nadu,2018,1,pincodes,india,2018-Q1,-0.043934885349203534
600042,16188,Tamil-Nadu,2018,1,pincodes,india,2018-Q1,-0.012083485902599778
600003,16113,Tamil-Nadu,2018,1,pincodes,india,2018-Q1,-0.004633061527057114
600119,15020,Tamil-Nadu,2018,1,pincodes,india,2018-Q1,-0.06783342642586732
600056,14894,Tamil-Nadu,2018,1,pincodes,india,2018-Q1,-0.008388814913448783
600053,13947,Tamil-Nadu,2018,1,pincodes,india,2018-Q1,-0.06358265073183833
600097,13934,Tamil-Nadu,2018,1,pincodes,india,2018-Q1,-0.0009321000932099865
chennai,401349,Tamil-Nadu,2018,2,districts,india,2018-Q2,27.80357399167504
thiruvallur,300210,Tamil-Nadu,2018,2,districts,india,2018-Q2,-0.25199763796595975
chengalpattu,292432,Tamil-Nadu,2018,2,districts,india,2018-Q2,-0.025908530695180065
coimbatore,244374,Tamil-Nadu,2018,2,districts,india,2018-Q2,-0.16433906002079113
kancheepuram,188583,Tamil-Nadu,2018,2,districts,india,2018-Q2,-0.22830170149033857
tiruppur,128535,Tamil-Nadu,2018,2,districts,india,2018-Q2,-0.3184168244221377
salem,126830,Tamil-Nadu,2018,2,districts,india,2018-Q2,-0.01326486949080019
madurai,105957,Tamil-Nadu,2018,2,districts,india,2018-Q2,-0.16457462745407236
krishnagiri,96842,Tamil-Nadu,2018,2,districts,india,2018-Q2,-0.08602546315958359
tiruchirappalli,91156,Tamil-Nadu,2018,2,districts,india,2018-Q2,-0.05871419425455893
600100,26004,Tamil-Nadu,2018,2,pincodes,india,2018-Q2,-0.7147307911711791
641602,24485,Tamil-Nadu,2018,2,pincodes,india,2018-Q2,-0.05841409013997845
602105,23885,Tamil-Nadu,2018,2,pincodes,india,2018-Q2,-0.024504798856442744
635109,23421,Tamil-Nadu,2018,2,pincodes,india,2018-Q2,-0.01942641825413438
600042,21630,Tamil-Nadu,2018,2,pincodes,india,2018-Q2,-0.07646983476367364
600003,21275,Tamil-Nadu,2018,2,pincodes,india,2018-Q2,-0.01641239019879792
600056,20493,Tamil-Nadu,2018,2,pincodes,india,2018-Q2,-0.036756756756756714
600119,19870,Tamil-Nadu,2018,2,pincodes,india,2018-Q2,-0.030400624603523108
635126,19632,Tamil-Nadu,2018,2,pincodes,india,2018-Q2,-0.011977856064418702
600053,19366,Tamil-Nadu,2018,2,pincodes,india,2018-Q2,-0.013549307253463705
chennai,511138,Tamil-Nadu,2018,3,districts,india,2018-Q3,25.393576370959412
thiruvallur,381620,Tamil-Nadu,2018,3,districts,india,2018-Q3,-0.25339145201491575
chengalpattu,368413,Tamil-Nadu,2018,3,districts,india,2018-Q3,-0.03460772496200404
coimbatore,318461,Tamil-Nadu,2018,3,districts,india,2018-Q3,-0.13558696354363176
kancheepuram,239985,Tamil-Nadu,2018,3,districts,india,2018-Q3,-0.24642263887885796
tiruppur,172195,Tamil-Nadu,2018,3,districts,india,2018-Q3,-0.28247598808258845
salem,164489,Tamil-Nadu,2018,3,districts,india,2018-Q3,-0.04475158976741489
madurai,138064,Tamil-Nadu,2018,3,districts,india,2018-Q3,-0.16064904036136152
krishnagiri,128769,Tamil-Nadu,2018,3,districts,india,2018-Q3,-0.06732384980878436
tiruchirappalli,119661,Tamil-Nadu,2018,3,districts,india,2018-Q3,-0.07073130955431817
600100,32407,Tamil-Nadu,2018,3,pincodes,india,2018-Q3,-0.7291765905349279
641602,32062,Tamil-Nadu,2018,3,pincodes,india,2018-Q3,-0.010645848119233525
602105,30685,Tamil-Nadu,2018,3,pincodes,india,2018-Q3,-0.04294803817603399
635109,30342,Tamil-Nadu,2018,3,pincodes,india,2018-Q3,-0.011178100048883866
600042,27281,Tamil-Nadu,2018,3,pincodes,india,2018-Q3,-0.10088326412233872
600056,25710,Tamil-Nadu,2018,3,pincodes,india,2018-Q3,-0.057585865620761734
635126,25446,Tamil-Nadu,2018,3,pincodes,india,2018-Q3,-0.010268378063010508
600119,25310,Tamil-Nadu,2018,3,pincodes,india,2018-Q3,-0.00534465141869056
600003,25211,Tamil-Nadu,2018,3,pincodes,india,2018-Q3,-0.003911497431845157
600053,24350,Tamil-Nadu,2018,3,pincodes,india,2018-Q3,-0.034151759152750816
chennai,689276,Tamil-Nadu,2018,4,districts,india,2018-Q4,27.307022587268992
thiruvallur,514830,Tamil-Nadu,2018,4,districts,india,2018-Q4,-0.2530858465984598
chengalpattu,483785,Tamil-Nadu,2018,4,districts,india,2018-Q4,-0.060301458733950986
coimbatore,415090,Tamil-Nadu,2018,4,districts,india,2018-Q4,-0.14199489442624302
kancheepuram,318007,Tamil-Nadu,2018,4,districts,india,2018-Q4,-0.23388421788045965
tiruppur,227253,Tamil-Nadu,2018,4,districts,india,2018-Q4,-0.285383655076775
salem,215365,Tamil-Nadu,2018,4,districts,india,2018-Q4,-0.05231174065908917
madurai,183206,Tamil-Nadu,2018,4,districts,india,2018-Q4,-0.1493232419381051
krishnagiri,172743,Tamil-Nadu,2018,4,districts,india,2018-Q4,-0.05711057498116878
tiruchirappalli,160006,Tamil-Nadu,2018,4,districts,india,2018-Q4,-0.07373381265811063
600100,42866,Tamil-Nadu,2018,4,pincodes,india,2018-Q4,-0.7320975463420122
641602,41636,Tamil-Nadu,2018,4,pincodes,india,2018-Q4,-0.02869406989222223
602105,40337,Tamil-Nadu,2018,4,pincodes,india,2018-Q4,-0.031198962436353117
635109,39553,Tamil-Nadu,2018,4,pincodes,india,2018-Q4,-0.019436249597144073
600042,35139,Tamil-Nadu,2018,4,pincodes,india,2018-Q4,-0.11159709756529212
600056,34394,Tamil-Nadu,2018,4,pincodes,india,2018-Q4,-0.02120151398730752
635126,33327,Tamil-Nadu,2018,4,pincodes,india,2018-Q4,-0.031022852823166858
600119,32763,Tamil-Nadu,2018,4,pincodes,india,2018-Q4,-0.016923215410928116
600053,32652,Tamil-Nadu,2018,4,pincodes,india,2018-Q4,-0.0033879681347861457
600003,31780,Tamil-Nadu,2018,4,pincodes,india,2018-Q4,-0.02670586794070806
chennai,830586,Tamil-Nadu,2019,1,districts,india,2019-Q1,25.135494021397104
thiruvallur,625908,Tamil-Nadu,2019,1,districts,india,2019-Q1,-0.2464260172938142
chengalpattu,578045,Tamil-Nadu,2019,1,districts,india,2019-Q1,-0.07646970481284787
coimbatore,495350,Tamil-Nadu,2019,1,districts,india,2019-Q1,-0.14305979638263455
kancheepuram,385091,Tamil-Nadu,2019,1,districts,india,2019-Q1,-0.2225880690420915
tiruppur,273869,Tamil-Nadu,2019,1,districts,india,2019-Q1,-0.2888200451321895
salem,257624,Tamil-Nadu,2019,1,districts,india,2019-Q1,-0.059316680602769956
madurai,224783,Tamil-Nadu,2019,1,districts,india,2019-Q1,-0.12747647734683099
krishnagiri,212859,Tamil-Nadu,2019,1,districts,india,2019-Q1,-0.05304671616625811
tiruchirappalli,193798,Tamil-Nadu,2019,1,districts,india,2019-Q1,-0.08954754086038175
600100,51245,Tamil-Nadu,2019,1,pincodes,india,2019-Q1,-0.7355751865344328
641602,49716,Tamil-Nadu,2019,1,pincodes,india,2019-Q1,-0.02983705727388042
602105,48656,Tamil-Nadu,2019,1,pincodes,india,2019-Q1,-0.02132110386998154
635109,48062,Tamil-Nadu,2019,1,pincodes,india,2019-Q1,-0.01220815521210128
600042,41510,Tamil-Nadu,2019,1,pincodes,india,2019-Q1,-0.1363239149431984
600056,41450,Tamil-Nadu,2019,1,pincodes,india,2019-Q1,-0.0014454348349794977
635126,40399,Tamil-Nadu,2019,1,pincodes,india,2019-Q1,-0.02535585042219546
600053,39199,Tamil-Nadu,2019,1,pincodes,india,2019-Q1,-0.029703705537265757
600119,38537,Tamil-Nadu,2019,1,pincodes,india,2019-Q1,-0.016888185923110255
600003,38221,Tamil-Nadu,2019,1,pincodes,india,2019-Q1,-0.008199911773101198
chennai,969955,Tamil-Nadu,2019,2,districts,india,2019-Q2,24.37754114230397
thiruvallur,733978,Tamil-Nadu,2019,2,districts,india,2019-Q2,-0.2432865442211236
chengalpattu,667137,Tamil-Nadu,2019,2,districts,india,2019-Q2,-0.0910667622190311
coimbatore,584160,Tamil-Nadu,2019,2,districts,india,2019-Q2,-0.12437775149631936
kancheepuram,447527,Tamil-Nadu,2019,2,districts,india,2019-Q2,-0.23389653519583675
tiruppur,324350,Tamil-Nadu,2019,2,districts,india,2019-Q2,-0.2752392593072597
salem,302033,Tamil-Nadu,2019,2,districts,india,2019-Q2,-0.06880530291351938
madurai,268420,Tamil-Nadu,2019,2,districts,india,2019-Q2,-0.11128916376687314
krishnagiri,252986,Tamil-Nadu,2019,2,districts,india,2019-Q2,-0.057499441174279076
tiruchirappalli,229886,Tamil-Nadu,2019,2,districts,india,2019-Q2,-0.09130940052018688
600100,59144,Tamil-Nadu,2019,2,pincodes,india,2019-Q2,-0.7427246548289153
641602,58046,Tamil-Nadu,2019,2,pincodes,india,2019-Q2,-0.0185648586500744
635109,56022,Tamil-Nadu,2019,2,pincodes,india,2019-Q2,-0.03486889708162488
602105,55771,Tamil-Nadu,2019,2,pincodes,india,2019-Q2,-0.00448038270679374
600003,51153,Tamil-Nadu,2019,2,pincodes,india,2019-Q2,-0.08280289039106348
600056,48134,Tamil-Nadu,2019,2,pincodes,india,2019-Q2,-0.059019021367270774
635126,47157,Tamil-Nadu,2019,2,pincodes,india,2019-Q2,-0.020297502804670242
600042,47069,Tamil-Nadu,2019,2,pincodes,india,2019-Q2,-0.001866106834616299
600053,45586,Tamil-Nadu,2019,2,pincodes,india,2019-Q2,-0.03150693662495485
600116,43913,Tamil-Nadu,2019,2,pincodes,india,2019-Q2,-0.03669986399333125
chennai,1090190,Tamil-Nadu,2019,3,districts,india,2019-Q3,23.826133491221277
thiruvallur,828137,Tamil-Nadu,2019,3,districts,india,2019-Q3,-0.24037369632816297
chengalpattu,744424,Tamil-Nadu,2019,3,districts,india,2019-Q3,-0.1010859314340502
coimbatore,669547,Tamil-Nadu,2019,3,districts,india,2019-Q3,-0.10058380707768688
kancheepuram,503192,Tamil-Nadu,2019,3,districts,india,2019-Q3,-0.24845903274900794
tiruppur,371296,Tamil-Nadu,2019,3,districts,india,2019-Q3,-0.26211863463648066
salem,342259,Tamil-Nadu,2019,3,districts,india,2019-Q3,-0.07820445143497368
madurai,305793,Tamil-Nadu,2019,3,districts,india,2019-Q3,-0.1065450433735855
krishnagiri,290478,Tamil-Nadu,2019,3,districts,india,2019-Q3,-0.0500828992161364
tiruchirappalli,261919,Tamil-Nadu,2019,3,districts,india,2019-Q3,-0.09831725638430444
641602,66075,Tamil-Nadu,2019,3,pincodes,india,2019-Q3,-0.7477273508222008
600100,65467,Tamil-Nadu,2019,3,pincodes,india,2019-Q3,-0.00920166477487705
635109,63628,Tamil-Nadu,2019,3,pincodes,india,2019-Q3,-0.02809048833763572
602105,62631,Tamil-Nadu,2019,3,pincodes,india,2019-Q3,-0.015669202238008384
600003,60506,Tamil-Nadu,2019,3,pincodes,india,2019-Q3,-0.03392888505692071
600056,54402,Tamil-Nadu,2019,3,pincodes,india,2019-Q3,-0.10088255710177507
635126,53597,Tamil-Nadu,2019,3,pincodes,india,2019-Q3,-0.014797250101099224
600042,51880,Tamil-Nadu,2019,3,pincodes,india,2019-Q3,-0.032035375114278786
600053,50908,Tamil-Nadu,2019,3,pincodes,india,2019-Q3,-0.018735543562066304
600116,49401,Tamil-Nadu,2019,3,pincodes,india,2019-Q3,-0.029602420051858203
chennai,1216610,Tamil-Nadu,2019,4,districts,india,2019-Q4,23.627234266512822
thiruvallur,934744,Tamil-Nadu,2019,4,districts,india,2019-Q4,-0.23168147557557472
chengalpattu,829575,Tamil-Nadu,2019,4,districts,india,2019-Q4,-0.1125110190597639
coimbatore,767480,Tamil-Nadu,2019,4,districts,india,2019-Q4,-0.07485158062863517
kancheepuram,564806,Tamil-Nadu,2019,4,districts,india,2019-Q4,-0.26407723979777975
tiruppur,427694,Tamil-Nadu,2019,4,districts,india,2019-Q4,-0.24275946077060084
salem,390301,Tamil-Nadu,2019,4,districts,india,2019-Q4,-0.08742933031559952
madurai,351234,Tamil-Nadu,2019,4,districts,india,2019-Q4,-0.10009454241726257
krishnagiri,335178,Tamil-Nadu,2019,4,districts,india,2019-Q4,-0.04571311433403369
tiruchirappalli,299366,Tamil-Nadu,2019,4,districts,india,2019-Q4,-0.10684472131225797
641602,75544,Tamil-Nadu,2019,4,pincodes,india,2019-Q4,-0.7476533741306628
600100,72286,Tamil-Nadu,2019,4,pincodes,india,2019-Q4,-0.04312718415757699
635109,72159,Tamil-Nadu,2019,4,pincodes,india,2019-Q4,-0.0017569100517389469
602105,70089,Tamil-Nadu,2019,4,pincodes,india,2019-Q4,-0.028686650313890172
600003,67897,Tamil-Nadu,2019,4,pincodes,india,2019-Q4,-0.03127452239295747
600056,60936,Tamil-Nadu,2019,4,pincodes,india,2019-Q4,-0.10252293915784205
635126,60812,Tamil-Nadu,2019,4,pincodes,india,2019-Q4,-0.0020349218852566686
600042,56848,Tamil-Nadu,2019,4,pincodes,india,2019-Q4,-0.0651845030586069
600053,56622,Tamil-Nadu,2019,4,pincodes,india,2019-Q4,-0.0039755136504362465
600116,55253,Tamil-Nadu,2019,4,pincodes,india,2019-Q4,-0.024177881388859457
chennai,1340762,Tamil-Nadu,2020,1,districts,india,2020-Q1,23.265867916674207
thiruvallur,1041642,Tamil-Nadu,2020,1,districts,india,2020-Q1,-0.22309701498103318
chengalpattu,912587,Tamil-Nadu,2020,1,districts,india,2020-Q1,-0.12389573385097763
coimbatore,868832,Tamil-Nadu,2020,1,districts,india,2020-Q1,-0.04794611363081003
kancheepuram,626872,Tamil-Nadu,2020,1,districts,india,2020-Q1,-0.2784888217745203
tiruppur,488697,Tamil-Nadu,2020,1,districts,india,2020-Q1,-0.22041979861917582
salem,442045,Tamil-Nadu,2020,1,districts,india,2020-Q1,-0.09546201429515633
madurai,402474,Tamil-Nadu,2020,1,districts,india,2020-Q1,-0.08951803549412385
krishnagiri,379857,Tamil-Nadu,2020,1,districts,india,2020-Q1,-0.05619493433116174
tiruchirappalli,339829,Tamil-Nadu,2020,1,districts,india,2020-Q1,-0.10537649694490292
641602,85509,Tamil-Nadu,2020,1,pincodes,india,2020-Q1,-0.7483763893016782
635109,80309,Tamil-Nadu,2020,1,pincodes,india,2020-Q1,-0.06081231215427618
600100,78806,Tamil-Nadu,2020,1,pincodes,india,2020-Q1,-0.018715212491750566
602105,77276,Tamil-Nadu,2020,1,pincodes,india,2020-Q1,-0.019414765373194975
600003,74485,Tamil-Nadu,2020,1,pincodes,india,2020-Q1,-0.036117293855789656
635126,67464,Tamil-Nadu,2020,1,pincodes,india,2020-Q1,-0.09426058938041215
600056,67263,Tamil-Nadu,2020,1,pincodes,india,2020-Q1,-0.0029793667733902796
600053,62400,Tamil-Nadu,2020,1,pincodes,india,2020-Q1,-0.07229829178002767
600042,61417,Tamil-Nadu,2020,1,pincodes,india,2020-Q1,-0.015753205128205106
600116,60816,Tamil-Nadu,2020,1,pincodes,india,2020-Q1,-0.009785564257453139
chennai,1436722,Tamil-Nadu,2020,2,districts,india,2020-Q2,22.624079189686924
thiruvallur,1140330,Tamil-Nadu,2020,2,districts,india,2020-Q2,-0.20629739086615229
chengalpattu,979769,Tamil-Nadu,2020,2,districts,india,2020-Q2,-0.14080222391763786
coimbatore,958191,Tamil-Nadu,2020,2,districts,india,2020-Q2,-0.022023558614326477
kancheepuram,678899,Tamil-Nadu,2020,2,districts,india,2020-Q2,-0.29147842131683555
tiruppur,550609,Tamil-Nadu,2020,2,districts,india,2020-Q2,-0.188967725685264
salem,499360,Tamil-Nadu,2020,2,districts,india,2020-Q2,-0.09307693844452236
madurai,456527,Tamil-Nadu,2020,2,districts,india,2020-Q2,-0.08577579301505922
krishnagiri,424184,Tamil-Nadu,2020,2,districts,india,2020-Q2,-0.0708457550155851
tiruchirappalli,383178,Tamil-Nadu,2020,2,districts,india,2020-Q2,-0.09667031288308847
641602,95158,Tamil-Nadu,2020,2,pincodes,india,2020-Q2,-0.7516611078924156
635109,87458,Tamil-Nadu,2020,2,pincodes,india,2020-Q2,-0.0809180520818008
600100,83667,Tamil-Nadu,2020,2,pincodes,india,2020-Q2,-0.04334652061560973
